time, goal, x, y
5.537,-2.8799103119506646,-3.079940351297739
5.5440000000000005,-2.8799103119506646,-3.079940351297739
5.7940000000000005,-2.879905282836247,-3.0799375739040262
6.05,-2.879900893218849,-3.0799351487197453
6.298,-2.879895862008228,-3.079932367964794
6.545,-2.87989147056125,-3.0799299398456057
6.798,-2.879887059408564,-3.0799274999276554
7.052,-2.879882043976531,-3.079924724668057
7.298,-2.8798776309854883,-3.0799222817976086
7.545,-2.8757841558338373,-3.090690956932697
7.791,-2.8645851277366905,-3.11211930907001
8.043,-2.8509245942992982,-3.129747393398649
8.292,-2.8508159137307696,-3.129848509709949
8.542,-2.8507552003454784,-3.1299029029283623
8.79,-2.8506942925259238,-3.129957584527961
9.07,-2.8506164839752723,-3.1300275537026394
9.29,-2.8505647412521053,-3.1300741646082906
9.542,-2.839795102054238,-3.1404623488164587
9.799,-2.8187129970642766,-3.157170792758937
10.042,-2.789215664498974,-3.1725385274582303
10.297,-2.765981134853009,-3.1785895952178946
10.542,-2.749934350181541,-3.178329366530374
10.801,-2.7434881338160233,-3.1771709039841407
11.04,-2.743389880380879,-3.1771450817157807
11.293,-2.743472619365672,-3.177160633128606
11.54,-2.7435671916314015,-3.177178474323384
11.79,-2.74365069644643,-3.1771942944750577
12.048,-2.7437459645196856,-3.177212419288568
12.303,-2.743841953332949,-3.1772307629205585
12.542,-2.7388082550941526,-3.176131007144193
12.792,-2.7148004280013054,-3.1705530994003213
13.04,-2.6807383514512066,-3.1550408333346702
13.29,-2.6543637723726468,-3.134823709426994
13.545,-2.631359247243496,-3.1100777714407313
13.79,-2.6181321178435217,-3.0905368156902027
14.04,-2.6019405963817426,-3.0565743870506488
14.297,-2.5945678156216925,-3.0377615010632537
14.541,-2.594117171766079,-3.0362119601014204
14.806000000000001,-2.5940953546763166,-3.0361158149811622
15.051,-2.5908496906237772,-3.025646882522783
15.292,-2.581088736127124,-3.0009775223185438
15.541,-2.5724909580072657,-2.9779470285661644
15.791,-2.5689726880921704,-2.968204859130509
16.046,-2.5624283810576762,-2.9518402465810403
16.29,-2.5577447292260453,-2.940356604436014
16.543,-2.545735119663499,-2.915629130708127
16.795,-2.5407385998453003,-2.907969237019385
17.043,-2.5400298554529006,-2.9070010188390047
17.293,-2.540002756319058,-2.9069603045718897
17.54,-2.5399759707237624,-2.9069187756058823
17.8,-2.534986505623167,-2.8992211787167452
18.043,-2.5280088698304217,-2.882898927109107
18.316,-2.52534467090188,-2.870405755769482
18.54,-2.524891714641619,-2.8643731911419206
18.799,-2.5248658937065587,-2.8629837437168137
19.043,-2.5248721598314323,-2.8630961048517847
19.292,-2.5248786772580702,-2.8632167604825316
19.542,-2.524884366631409,-2.8633229510688074
19.796,-2.524890032087542,-2.8634301177713164
20.043,-2.5248964146861645,-2.8635524511529464
20.312,-2.524427064421367,-2.8535591175375283
20.54,-2.5210369490884035,-2.821548217177876
20.798000000000002,-2.5181798021906077,-2.794598265075832
21.057,-2.5172702079644047,-2.7895482535757514
21.298,-2.517247003254678,-2.789431434928089
21.549,-2.517223848996383,-2.7893191417511405
21.794,-2.517201087081878,-2.789208740369987
22.048,-2.5171755063480417,-2.789084416928368
22.29,-2.516314249070546,-2.784628545787273
22.54,-2.511919714467258,-2.762566640577815
22.79,-2.5032963508135766,-2.7281818561583635
23.04,-2.4926290973230474,-2.6896367010179096
23.294,-2.4875240155484932,-2.670329999240063
23.554,-2.4874662045605143,-2.6700422177195793
23.791,-2.487485114068687,-2.670116116304285
24.041,-2.4875066431038175,-2.670200515247898
24.294,-2.487525625657849,-2.6702750838771676
24.54,-2.487547253773243,-2.6703602176992063
24.792,-2.487569017140993,-2.6704460728026893
25.04,-2.4875880537726225,-2.67052132649819
25.308,-2.487609919493765,-2.6706079416703834
25.543,-2.487629055293614,-2.6706838226022813
25.79,-2.487648331356909,-2.6707602768240224
26.04,-2.487670314953849,-2.6708474842680316
26.29,-2.487689716933326,-2.6709244603150695
26.549,-2.4877118446511473,-2.6710122606854343
26.79,-2.487731374655316,-2.6710897628960666
27.048,-2.487753643028217,-2.6711781322721024
27.29,-2.4877732926880345,-2.6712561393595187
27.54,-2.487795693127525,-2.6713450794621307
27.795,-2.4878154505712833,-2.671423530858471
28.045,-2.485102796325891,-2.659516471071824
28.303,-2.481424019764238,-2.6447823627271596
28.542,-2.481407312619246,-2.644697125508707
28.79,-2.4813903962327855,-2.6446111278308675
29.04,-2.4813709757213407,-2.6445128094742105
29.295,-2.4813537132766736,-2.6444257915394926
29.54,-2.4813338817053467,-2.6443262574589323
29.792,-2.4813162499767873,-2.6442381493697775
30.04,-2.481295993081431,-2.6441373635162093
30.292,-2.4812779830952754,-2.644048145967007
30.54,-2.4812572923821326,-2.643946092580676
30.802,-2.481236288990437,-2.6438429735022626
31.053,-2.481217766459183,-2.6437524256039002
31.299,-2.4811963174530227,-2.6436480210324347
31.544,-2.4811774033054603,-2.6435563482566464
31.802,-2.4811555024196332,-2.6434506513276483
32.041,-2.481136191233433,-2.6433578479942343
32.29,-2.4811166091083137,-2.6432641143284266
32.541,-2.4810941187207183,-2.643156913496366
32.8,-2.4810712956415744,-2.6430486139045177
33.042,-2.4810511743379937,-2.6429535343696875
33.291,-2.4810307735656827,-2.6428575100965497
33.547,-2.481007346266657,-2.6427476992360877
33.791,-2.4809865276792764,-2.6426505211152107
34.045,-2.480962622312202,-2.6425393960569834
34.29,-2.4809413799195026,-2.6424410576016215
34.541,-2.4809169864314167,-2.6423285982679525
34.793,-2.4808953083608167,-2.64222907057094
35.041,-2.480870415238876,-2.6421152527583627
35.293,-2.4808482952032365,-2.642014529218844
35.547,-2.480822896945848,-2.6418993513302036
35.791,-2.4808003301801453,-2.64179743090914
36.044,-2.4807744214674106,-2.64168089222326
36.29,-2.4807514033845095,-2.641577774712014
36.548,-2.480724979114913,-2.6414598754949763
36.79,-2.480701505513006,-2.6413555623715395
37.05,-2.480674562595039,-2.641236310761812
37.291,-2.4806506320587784,-2.641130813835774
37.54,-2.4806231676631456,-2.641010218461259
37.799,-2.480595319243044,-2.6408884521428684
38.042,-2.4805707862889466,-2.640781605131823
38.29,-2.480545930776881,-2.640673750338943
38.543,-2.480517410862301,-2.6405504790429846
38.791,-2.480492087699167,-2.6404414517853536
39.04,-2.4804630344154335,-2.6403168508341244
39.302,-2.4804335852860815,-2.6401910736508585
39.541,-2.4804077179527164,-2.640080940019434
39.793,-2.4803815851461977,-2.6399699927092
40.04,-2.47730763099598,-2.628384065158925
40.292,-2.4717661079810958,-2.6058164033903184
40.546,-2.468143907768908,-2.589948274664903
40.792,-2.4670803385243105,-2.5848887032282524
41.04,-2.467063161347222,-2.5847967527272817
41.29,-2.4670641287084734,-2.5847955772896234
41.542,-2.467065125931715,-2.584794235678655
41.79,-2.4670660256979757,-2.5847930838375843
42.04,-2.4670670801150374,-2.5847918075299097
42.29,-2.467068036236378,-2.5847907134436428
42.555,-2.467069157949905,-2.5847895019058886
42.814,-2.467070321542825,-2.5847883199395074
43.04,-2.4670713678179332,-2.584787315919195
43.294,-2.467072447529607,-2.5847863328419085
43.54,-2.4670737099395144,-2.58478524553403
43.794,-2.467074851645553,-2.584784315319867
44.046,-2.467076186995801,-2.5847832876778747
44.293,-2.467077394681603,-2.5847824093771274
44.54,-2.4670788051770156,-2.5847814395402806
44.803,-2.4670802613340492,-2.584780496057028
45.04,-2.4670815651648397,-2.584779696797577
45.293,-2.4670829064650825,-2.5847789163901695
45.54,-2.4670844707072876,-2.5847780561013134
45.79,-2.467085881509929,-2.584777322431922
46.04,-2.4670875267069556,-2.5847765146366997
46.29,-2.467089010773877,-2.5847758267718586
46.548,-2.4670907395941124,-2.584775070163953
46.79,-2.4670922976743856,-2.5847744264794783
47.04,-2.4670941110310056,-2.584773719177242
47.291,-2.4670957440293364,-2.5847731181703493
47.54,-2.467097643909026,-2.5847724588019867
47.795,-2.4670993537127077,-2.584771899385319
48.04,-2.467101342989553,-2.5847712868621966
