,time, goal_x, goal_y, x, y 
547,148.655,2.7991490810595225,-5.104972165443376,2.796205967273349,-5.760209230941989
2055,526.184,6.370238265740606,-5.340706133104248,6.258066740153889,-4.613540122978387
1110,290.041,2.504990000196956,-1.5196894259779556,2.144681638687,-1.55111645182066
9259,2327.322,6.750361050170463,-1.107331865996156,6.805237958324992,-0.6959904077411211
1064,278.564,6.122997009160885,-2.640541362120897,5.409604300073146,-2.6473739819637783
1351,351.605,5.04191665706399,-4.364678829009422,4.590010798526086,-4.179804326149018
