time, goal_x, goal_y, x, y 
6.784,1.8756264530381515,-1.5288764287360008,4.020074253454019,2.960092524454605
6.784,1.8756264530381515,-1.5288764287360008,4.020074253454019,2.960092524454605
7.034,1.8756264530381515,-1.5288764287360008,4.032698436727062,2.9444333214367644
7.284,1.8756264530381515,-1.5288764287360008,4.059396476036555,2.9102985020256265
7.534,1.8756264530381515,-1.5288764287360008,4.0933581180269,2.861484605679388
7.784,1.8756264530381515,-1.5288764287360008,4.119652797826867,2.816987787131332
8.034,1.8756264530381515,-1.5288764287360008,4.145905021180973,2.7637188883636203
8.284,1.8756264530381515,-1.5288764287360008,4.165323380493,2.715675106724585
8.534,1.8756264530381515,-1.5288764287360008,4.18333208684626,2.65914679506844
8.784,1.8756264530381515,-1.5288764287360008,4.195387853102846,2.608655753730039
9.034,1.8756264530381515,-1.5288764287360008,4.204799222696125,2.5501302428626587
9.284,1.8756264530381515,-1.5288764287360008,4.209196317086792,2.4983823684086253
9.534,1.8756264530381515,-1.5288764287360008,4.209835988758189,2.4390688471783113
9.784,1.8756264530381515,-1.5288764287360008,4.2065263847367405,2.3873372031538533
10.034,1.8756264530381515,-1.5288764287360008,4.198256264764451,2.3286424797431984
10.284,1.8756264530381515,-1.5288764287360008,4.187172244974095,2.277986342347173
10.534,1.8756264530381515,-1.5288764287360008,4.170117647490655,2.2211882860681715
10.784,1.8756264530381515,-1.5288764287360008,4.15150277059011,2.172811102829839
11.034,1.8756264530381515,-1.5288764287360008,4.1260851602832505,2.1192766585890723
11.284,1.8756264530381515,-1.5288764287360008,4.100346692286979,2.0742116102098898
11.534,1.8756264530381515,-1.5288764287360008,4.0671604304315165,2.0251093205513033
11.784,1.8756264530381515,-1.5288764287360008,4.037166143019444,1.9839305458490593
12.034,1.8756264530381515,-1.5288764287360008,4.00647343070642,1.9348934900144297
12.284,1.8756264530381515,-1.5288764287360008,3.98289711435875,1.8900411858171553
12.534,1.8756264530381515,-1.5288764287360008,3.957927624316032,1.8381528732648122
12.784,1.8756264530381515,-1.5288764287360008,3.9324935835812886,1.7928527300748858
13.034,3.0186018025546875,0.34457788215375884,3.899660822963813,1.7435612773908689
13.284,2.9082354931101033,0.3647422184101209,3.867714108407305,1.702669069005072
13.534,2.823259857988747,0.4191708357431563,3.8278041139282397,1.6588259542114683
13.784,2.7300401202959326,0.46280386810514074,3.7901250882857553,1.6232363151259286
14.034,2.5933608462578164,0.5940142664415027,3.7440444202001046,1.5858350727512027
14.284,2.516034655099417,0.6540546407957205,3.7015051028260695,1.556315882029121
14.534,2.4530851934929814,0.718857928000401,3.6503762741422996,1.5262440365865748
14.784,2.396840966541829,0.7885554171170581,3.6038406805240952,1.5033768888205892
15.034,2.316150885473924,0.9388981601209518,3.548796870223609,1.4812714184376021
15.284,2.2725058409161583,1.0099175254620762,3.4993207262392954,1.4655850509801016
15.534,2.2431294848217735,1.084076347829038,3.4416209886799582,1.4519072578537333
15.784,2.2042212071282203,1.1537391456691708,3.3903569482659015,1.4437603152458365
