,time, goal_x, goal_y, x, y 
2219,609.573,2.8454483902886207,-3.4470455403530544,2.1509170022766035,-3.115489191855611
1254,320.597,2.257401489973241,-5.476956512555018,1.0903499449192755,-3.694144707160598
3464,875.534,5.172778030469402,-4.161543355789068,4.501708179260796,-3.92654434613196
1512,389.097,3.403936349384024,-3.482793518812554,3.2249942793462383,-3.5956195642294806
1113,289.928,2.6295361531706325,-2.968688264580287,2.373112352614969,-2.609777752412372
2735,694.455,2.464970333680398,-4.416147648169172,2.143734364943225,-4.282292757285798
1931,493.956,3.1588319352818703,-4.366861710127542,2.4792490762955826,-3.9480163353231617
1928,493.196,3.1759868459276457,-4.100465594787142,2.658952683187228,-4.328472068735283
2108,538.408,2.516601891118609,-3.394477794693263,2.2568098293932164,-2.885104402484358
1370,353.511,2.033052727015056,-3.391379837373228,1.4590251048573133,-3.5366171284303425
1970,503.657,3.722142813179365,-3.4163419530678287,3.695742360711861,-3.253199305133716
2866,727.86,3.994909970281568,-1.0776460547928128,3.214947654692515,-1.2034215790597913
1832,469.012,2.57149541985238,-4.591520152029664,1.9379439364602336,-4.497104333186935
1507,387.539,2.578809380416326,-4.695621577166302,2.18086338842386,-4.530043007941366
1221,316.269,2.628848270816605,-4.057118555660117,1.8346970672889555,-4.269471572070416
27382,6763.488,0.2582645425899503,-5.725782050526695,4.752607704820558,-3.735637617800872
2436,619.792,2.23114747465296,-3.3087522272149394,1.1237766212010751,-2.7477878707059893
1073,278.791,3.0257658416598425,-3.234321795261879,2.598948638766121,-3.5817029809684984
1436,370.321,2.526401918781411,-4.336759568172103,1.9574414524244104,-4.372666607488899
