,time, goal_x, goal_y, x, y 
2213,609.597,3.141754378379076,-3.48069907277977,2.791466557603688,-3.950724808203649
1246,320.565,0.9214930272247684,-3.602067026739084,0.5849398714908756,-2.876739803694668
3529,875.78,0.489181557912977,-5.715917304363432,5.494822531376275,-3.777399222186585
1515,389.084,3.4615992263355637,-3.544570301858942,3.453213268417213,-4.2936633861465054
1115,290.074,2.509342313561824,-2.855244090111583,2.199824896021324,-2.2867154292229706
2749,694.454,2.373905700004255,-4.165325114918188,2.100721739173932,-3.4129023539404257
1943,494.007,4.811995398235901,-2.4446102469280744,3.625024473415135,-3.696620043516969
1952,493.434,3.2798003143624945,-4.054881717872529,2.663291897939339,-3.2510344058556333
2128,538.408,2.300102337851194,-3.5201251745294884,1.6127743661716476,-3.253781915441732
1391,353.754,2.21250569550212,-3.3684286901674554,2.075752588913365,-3.2423165541090238
1981,503.908,3.5918538629255488,-3.5394822319443726,3.0997996383583275,-2.9898645891169244
2870,728.109,3.620121213870733,-0.8938565935107171,2.809303558942442,-0.7883438705545559
1853,469.194,2.854362796269938,-4.559182017271266,2.545987641968531,-5.2919567028144
1528,387.787,2.903963200314812,-4.994358831617053,2.887789710588081,-5.519766240559797
1237,316.512,3.1801150436963885,-4.627679647050071,3.1721367109150296,-4.918561103242612
27008,6763.657,-0.0396640382447524,0.0727712107390582,-0.3966405546029674,0.727712411777068
2474,620.021,1.851447207762169,-5.0817523340379545,3.2071274154755933,-4.628224552630569
1071,278.786,3.1913687476018278,-3.140335045428831,3.150958856733883,-2.9752154621325646
1453,370.287,5.631745743368932,-5.759093360413141,3.1064252579801943,-4.516843724749021
