,time, goal_x, goal_y, x, y 
2242,609.483,2.9449394643653504,-3.494471385567294,2.2471986731152405,-3.929920616277065
1247,320.595,5.468601829207426,-5.935033768582585,-5.835833805816773,1.6277860641702129
3463,875.781,5.43386233087893,-4.055350410520019,5.376343789618643,-4.043024923136972
1518,388.985,3.465914990711071,-3.1700312347879294,3.459009263223135,-2.8185214071573106
1119,290.18,2.416431029552042,-2.7973447418082027,1.76606944561045,-2.3921549830897546
2733,694.457,2.0652587464116987,-4.454230704697007,1.2191183617764756,-4.5017997005998405
1931,493.958,3.243780193818674,-4.419218997244782,2.751473564989683,-4.765879282689799
1931,493.333,4.859406962912858,-4.166299056163774,3.65010898727562,-3.946091567564234
2120,538.553,2.654807752877616,-3.6736304103139465,2.643992758439222,-4.201334391350428
1373,353.755,2.246690464592208,-3.399955345874109,2.1259023285106204,-4.222972004691921
1973,503.838,3.2545451519045603,-3.2944356438529296,2.5526008608472885,-3.0277442916287445
2865,727.861,-3.0512090101607647,-0.5553616141657001,-3.904995281904896,0.255863771777398
1834,469.013,2.65068555813191,-4.603316618235657,2.1412073675331307,-4.966531630081228
1510,387.54,2.1880438097648285,-2.9621709431646552,-7.291516686905764,0.8633218559956553
1222,316.266,3.1634788711043957,-4.188004594394004,3.114125318250441,-3.460835738660221
27040,6763.736,-0.0018040556639012,-0.0226609245498959,-0.0180404042133899,-0.2266095114848572
2472,619.778,2.6098809823437064,-3.69311060159554,2.264040357565288,-3.551590191371977
1073,278.788,3.111131120089012,-3.164844945872803,2.790172874914292,-3.262908331850004
1436,370.289,2.859329859252396,-4.272660818035169,2.5955492395849946,-4.442899582005423
