,time, goal_x, goal_y, x, y 
4547,840.85,-0.5233639367930629,-2.7605036176896007,-0.6211172455594808,-2.072567101916119
685,124.908,-0.8837888483458627,-2.1380814750358628,-0.7588156019404073,-1.886272994625285
350,99.585,-0.4520567924831888,-2.794504380527699,-0.2417597134464197,-3.222503701292096
466,128.611,2.0619905225547086,-4.9944381770886,1.4866512686224602,-5.133829426517071
1931,494.909,1.3095671045203123,-1.3277743212321658,0.6513246405908276,-1.5354551218646648
648,174.083,4.553000871074143,-4.093227354388735,4.357521204199893,-4.599406293569973
646,173.598,4.132225292807031,-2.737538072878588,3.5915897374300907,-2.287355113812611
202,62.622,1.169572984781995,-1.9707050202191605,1.0759562594516825,-1.2446772562653734
202,62.629,0.2588609761753958,-1.7976389961619772,-0.0626085733248773,-1.2858267875498626
512,140.116,-0.2928289642147717,-2.5265376175364245,-0.1677406207992038,-1.862047748656932
238,71.66,1.2079966853206014,-1.7770155685548672,0.9523370954235476,-1.280635641410915
400,112.092,3.237654170430144,-4.755482284981299,2.956558233437661,-4.469167585854962
335,95.835,2.815003293781813,-1.261873942959601,2.327423570321623,-1.3476861038833674
444,123.166,4.024987086437408,-2.778834105929745,3.750948410244661,-2.115054239940844
340,97.153,2.9539541005298195,-2.7537990538085744,3.0407612935226545,-2.024165033279168
392,110.088,-0.0952132122476578,-1.6314779696757988,-0.4760008453430676,-1.1177470252315929
294,85.596,1.6592662745575526,-1.9527109570785388,1.1320435596915537,-1.5943125535018023
304,88.144,2.2131796739581766,-1.1383933555327972,2.1543194116835203,-0.7840131331452
500,137.113,3.2573726287019,-2.319979291210272,2.580422804676693,-2.125623002658601
867,228.843,2.2228344325540137,-1.197127376445459,1.964441695457979,-0.6886285831252135
223,68.552,1.0962286624566482,-2.518768866909643,0.6738674235752486,-1.9739868170897743
300,87.168,0.3363402586656821,-1.4776245080564934,-0.1281495977274211,-1.2530599392578936
236,71.163,2.1554658504202937,-2.0144784091744032,1.9668013285658967,-1.3349688305126235
502,137.64,2.306581371542942,-2.9686669158900343,2.451919454867771,-2.2686947696146254
312,90.64,-0.2381791050441775,-1.9126135749488984,-0.0321809177862314,-2.55637076979679
506,138.652,3.235268411220789,-4.784744651336196,3.391451765407619,-4.454028339149333
539,147.402,3.718086488135684,-3.3127632074634024,3.015954246074852,-3.2298691310119425
297,86.376,3.0,-2.0,1.87672203434776,-0.3609716167325079
17661,4427.422,1.450632350025997,-1.7403811079806093,1.398196107498018,-1.038379257272176
339,96.886,4.371777746968984,-3.07588235862056,4.371688932900573,-2.363497065861437
556,151.113,-3.893378795199352,-1.8903477000342968,-4.362231620865633,-2.189655445123571
800,212.13,-0.2421208529726658,-1.6506123149597602,-0.0709858073193497,-1.2669635379181543
595,160.879,1.8586136505196844,-2.363692029887696,1.7376441996531595,-2.0230139303918384
316,91.727,4.685545775321464,-3.618843781323287,4.251100581909663,-3.266916150789013
645,173.977,3.0,-2.0,1.5952249825604403,-1.351307203910258
327,94.462,2.36569005389121,-2.1415884666672813,1.7058699823368777,-1.9250386376713648
654,176.224,1.0127292026468633,-1.7210296077744718,0.7911242118263169,-1.3174997362810703
346,99.277,3.9566084791043705,-3.155003577442594,3.741847136747517,-2.4470708440227558
458,126.629,0.8936324559423003,-2.174858493656316,0.2242166728689318,-1.9866009962704
736,196.153,2.320452251944149,-1.8672118463967136,1.8643470413862344,-2.2720255616839955
