,time, goal_x, goal_y, x, y 
323,93.234,-4.565867576395581,-2.7465309237516955,-4.415676013653923,-2.266332412780844
553,150.817,-0.3703739151756706,-2.026232565852045,-1.0093747723165576,-2.0413471219403214
403,112.643,-3.578591922910583,-2.2716905904841798,-4.162201464943702,-2.6943938535687857
732,194.885,-6.405549936004541,-3.2072213672820373,-6.375745433922509,-3.281249583210116
418,117.717,-3.388003673357362,-2.496410712742817,-3.4402596690302736,-2.411928454979287
764,203.567,-6.950066484683394,-1.425735839415621,-6.888441751366961,-2.1621839682367474
281,82.08,-7.614315313503788,-1.3454620679353928,-7.617392950055306,-2.082595399348082
224,68.521,-7.5582025931146894,-1.3208486394259753,-7.525666268403573,-2.0527701881058418
675,181.137,-4.427902839368579,-2.6214260488885244,-4.715454987210688,-2.805104353465401
511,139.666,0.2224108358579602,-2.215823203125073,-0.1597993660611779,-2.8125930142326188
672,180.439,-3.113675693025196,-2.606326087382745,-2.829270506832497,-3.193761467576703
749,199.774,5.798423499240579,-2.3216791759172377,5.755783650685423,-1.7207031630905276
830,219.392,-0.7218908718904989,-2.7570885383686523,-0.6090784102892544,-2.0482463312204664
531,144.668,-6.006458745996351,-2.9365128651889387,-5.847168381334438,-3.215746101254841
483,133.191,-0.6545855148047249,-2.5258949443349006,-0.9925034498666347,-2.39774473741536
375,105.663,-7.045860037684397,-1.26111227680203,-6.896819346456311,-1.9809523302891745
542,147.413,-6.085145927616891,-2.962444163186326,-5.991967795870555,-3.263004124287958
937,247.406,-0.5624993056785582,-2.029481252649236,-0.9650615959209294,-1.97189762410742
404,112.911,-7.185045509246985,-1.5661237202492158,-7.134241318367462,-2.288924127647114
504,138.506,-6.932519685567561,-1.2923156865693963,-7.056182922713462,-1.6267893679417147
310,89.415,-7.522995818803137,-1.1539842235282267,-7.445097609342412,-1.846962240845336
441,122.803,-7.912324376290121,-1.3059117455615397,-7.885644956297663,-2.0343576949627
2571,656.767,-7.309073151928088,-1.2560607362272933,-7.357692958037701,-1.9894169515767088
326,94.026,-3.771734092547102,-2.614364411529233,-4.17715886307909,-2.0294378304119896
1274,331.006,1.7301989637334156,-1.708363527734044,1.007466999336838,-1.5509454632435256
422,118.016,-7.415938559681913,-1.2593606719701174,-7.31615227274205,-1.9508177061351804
945,248.766,-1.372562094100629,-2.573443389417188,-1.909407021174485,-2.871158819022517
537,146.826,-7.283372379602213,-1.4778044851750995,-7.213453671112932,-2.2122351035067718
798,211.362,3.322020054625585,-3.1963868333239382,3.4045569858137785,-2.6464458639791664
483,134.631,-7.496159118658925,-1.4278422340642876,-7.5568608159422945,-2.1644048111499536
433,120.718,-4.5326372241557,-2.601194651393433,-4.435069058008407,-2.311703304924563
364,103.553,-6.190234333290979,-2.9064798998088457,-6.042250625339133,-3.2918878159395755
343,97.661,-6.179368004794978,-2.889657536821187,-6.117287428579414,-3.166635683084526
377,106.814,-3.5057084423573173,-1.870690098310433,-3.470440198034192,-2.099204847487393
15503,3888.234,2.008600121146149,-2.739392563792752,2.6605441544442714,-0.8981502137041298
757,201.81,-1.4455412699061214,-2.8020809836558533,-1.9938282163765628,-2.975035074657035
1228,319.463,-4.118632568174999,-3.120602965629565,-4.697765245402998,-3.111237587814483
758,201.982,-2.8656890669525064,-3.0269163084247106,-2.8036265101684434,-3.190815898272398
1092,285.574,-3.316725931088201,-2.978033265060115,-3.3805080192170847,-3.0980873820822614
