,time, goal_x, goal_y, x, y 
324,93.625,1.0471877213670044,-2.647063639267024,0.3244171232835366,-2.5683813345379263
554,151.066,2.41687727134272,-4.019849525409352,2.234256763329116,-3.3208731345463565
404,112.885,-1.5867047959023657,-2.963558731399716,-1.4610551858152,-3.2184940158306348
733,195.117,1.7252660945715272,-2.9205870954915127,1.733873544538228,-3.24280391423718
422,118.021,4.369542046688493,-4.107740927297023,3.7354428028438913,-3.805510323354017
768,203.931,2.202006526592952,-2.0010835433140164,1.4862603601417623,-2.031327269343929
282,82.329,1.5611032213310274,-2.2623445916458698,0.8535722243095921,-2.078191189765132
226,68.911,2.9650569154791264,-3.1180489393888435,2.2653242582963498,-3.3716403938657096
676,181.385,5.523691009134996,-2.3602058591480914,5.381414363232147,-3.067392653529066
512,139.907,3.4850221935864902,-1.8843943403856709,3.392218817860072,-2.517030838831535
673,180.729,-0.3809497934169112,-2.5807894617889136,-0.3438070039124243,-2.2249927703521157
753,200.114,5.798404073414796,-2.3216940746841024,5.84099259583232,-2.9227167283764266
831,219.623,3.245405574967544,-4.346179678008018,2.5571091025650285,-4.24243068017932
529,144.851,-0.9978238596631838,-1.6832545847980596,-0.9418348999884,-1.0657270276701432
482,133.596,-0.4855941688369899,-2.590058953134355,-0.5794579127664321,-3.070078111098346
376,105.907,3.029191542115361,-4.58134035586554,2.588673942988653,-5.172244386970163
540,147.521,-2.623521992376133,-3.0892935575932032,-2.510523633763458,-3.2980857417606035
941,247.756,2.095861899425616,-2.5217423393557032,1.4375496592427388,-2.349473633015772
405,113.161,1.617913461534895,-2.103829146321324,0.9376176935357526,-2.391375524950438
508,138.856,-1.3285106161151323,-2.896036615541253,-1.1811927718395143,-3.164695117749956
311,89.665,1.5790085357226211,-1.5191704030973154,0.9066659308143272,-1.7004788261188994
442,123.052,3.029341516464645,-3.713997628619975,2.699273158998281,-3.125136622852569
2572,657.007,-2.461728071910233,-2.9974664667885884,-2.36223138487794,-3.170127250458876
327,94.279,-0.7924868489133936,-2.49018960692055,-0.9944475589173672,-3.194377949742671
1277,331.096,-0.4407715833096564,-2.035887716380985,-0.8347279857644316,-1.5743326409597185
423,118.211,-0.2748234542252808,-2.675633979185398,-0.3094678905515909,-3.1586656354182794
946,249.049,1.164490394485512,-1.471776641114466,0.5284565755556687,-1.7541475850821622
538,147.065,2.300043344629505,-4.36263000072852,2.1164378323095354,-3.649686929105908
800,211.896,3.3220187836572173,-3.1962773725341216,3.2394812721756576,-3.7462103350533584
484,134.881,4.123269153712706,-4.206403805829603,4.403609321357974,-3.677824364837346
434,120.972,-1.143693567376997,-1.793275294040367,-0.8891748716107264,-1.7412027064955369
368,103.884,1.4423151337407385,-1.8833848635317183,1.071406160696346,-2.394620399462828
344,97.897,-0.2548921817219979,-2.258074600302251,-0.4673102332122217,-2.837910746163833
381,107.118,2.675778739568676,-3.454353190899903,2.185756655553197,-2.9359235483595763
15506,3888.369,2.623979634734782,-2.0892054426649693,5.0134042344457255,-5.304899691579178
758,201.987,-0.8439191336866965,-2.4428102136109104,-0.9728040995563236,-3.0826483602144474
1229,319.717,1.361723281861211,-2.080285065753127,0.702949165058053,-1.7945758198781383
759,202.282,2.326464508023905,-1.7664100739115245,2.0254503630812835,-2.398111469752654
1093,285.785,1.3033733991144594,-2.323292438392707,0.7676773162254685,-1.826078970550544
