,time, goal_x, goal_y, x, y 
324,93.483,-4.565878162726291,-2.7465352420169764,-4.716089008306787,-3.226742556722815
551,150.97,1.6783723788438083,-3.221184356706672,1.0779057776350125,-3.0502154875284675
403,112.636,-1.7545096167245664,-3.0474153722360224,-2.0902303123807244,-3.2151060773918565
732,194.867,-3.74370355698473,-2.602377016650938,-3.816917378668389,-2.3038579978213662
421,117.772,-3.38799280485533,-2.496413819625076,-3.201565119938784,-3.2070079080716374
764,203.538,0.8037164310517992,-2.264696997773923,0.1212837616339313,-2.498091118749782
281,82.08,-1.3955190050574704,-2.747227308251935,-1.556585291598056,-3.0551094548607383
225,68.683,-0.7625258153819677,-1.7047455347199587,-0.6446695491596072,-2.379198319449325
675,181.137,-4.427902839368579,-2.6214260488885244,-4.481677358867985,-3.213490063835153
511,139.663,3.0066563509828943,-2.6092717567028347,2.2874737667694776,-2.73290191199772
672,180.479,-3.1142749577219164,-2.606218006654704,-3.3999720178109203,-2.0996628323248605
750,200.021,4.119928845953605,-2.556396382598152,3.6936129785469136,-2.711426918055903
829,219.655,-0.72185024737587,-2.7571362158852053,-0.8213942825177902,-3.197211970582465
531,144.67,-3.445273145678214,-2.38957948385264,-3.4872064909142004,-2.701951111185286
481,133.346,-0.4856118809783936,-2.5900179127018634,-0.3916958742844704,-2.1101249030344533
375,105.665,-0.8347278956269684,-2.512808311447833,-1.013755891116627,-3.209425013177078
542,147.41,-2.622982755321059,-3.09004762924155,-2.737010885422531,-2.8798205690336545
940,247.504,0.4273318841104213,-1.887482930533982,-0.1310180030474984,-2.035370013533153
405,113.155,0.2260010396992905,-2.467888498695274,-0.4856411134966111,-2.544393009012365
505,138.751,-1.32852910483359,-2.896021089465544,-1.475764499325348,-2.627432254136414
310,89.418,-3.033954228198007,-2.815425988756984,-2.977171874091596,-3.129268442115496
441,122.801,-3.303710685885946,-2.834069716380879,-3.479811811653805,-3.231806754366689
2577,656.907,-2.717202357519527,-2.8242814067829998,-3.228160421490492,-2.4778951343382305
323,93.959,-3.2545108429647183,-2.653154577470848,-3.1323181968963936,-3.2295234770032413
1277,331.096,-0.1577584168686222,-1.8004238032990212,-0.646041900831115,-2.2759865270376505
422,117.962,-0.7966642498734864,-2.702485918464728,-1.4062933743565098,-3.047338160473417
946,249.047,-6.449156990421447,-2.337201008615831,-6.809684424345387,-1.7019809001271378
537,146.815,-0.7054376841677723,-1.90754496064688,-0.8316706928181176,-2.4493182313410755
799,211.647,2.2715904600236936,-2.479447402988059,1.8471706102849117,-2.0323427412883026
489,134.707,-3.8434090420383424,-1.919608016103831,-3.6589489426457327,-2.47324942715458
433,120.718,-4.5326372241557,-2.601194651393433,-4.630213184590594,-2.890681039992961
364,103.551,1.590609505351693,-1.9886327401814865,1.158920977432396,-1.7240539845564316
343,97.652,-0.2584245991685394,-2.247667534754706,-0.5878528802371813,-2.3222782469038146
378,107.063,1.3970004026508274,-2.6183840852068503,0.9788765310793812,-2.909211990425082
15503,3888.236,2.3618885805874563,-5.468946818642904,3.1652260101174337,-2.8361303104756006
758,202.045,-1.0272387793391404,-2.5216646555601163,-1.5771958908505053,-2.7582287270785657
1229,319.716,-3.831720341774674,-3.1196759213594305,-3.9325242997453818,-2.910944493409772
758,201.982,-2.8656890669525064,-3.0269163084247106,-2.927745539295348,-2.862992310038486
1092,285.536,-3.31673240678497,-2.978034689998428,-3.252855132895823,-2.8579594434678346
