,time, goal_x, goal_y, x, y 
323,93.237,2.090628271228046,-2.757104741068373,1.7699552472424878,-2.7257404720640985
553,150.815,1.5123448426114294,-2.8659009726188778,1.2248419784435085,-2.226658632741634
403,112.638,4.819014651855999,-2.406482025466932,4.162174341849268,-2.2520201836046696
732,194.873,1.8713153966702327,-2.423072682471123,1.5561957623952334,-1.934789511476932
418,117.711,4.580873183665671,-4.208471081211507,4.388686271643314,-3.937260919249188
764,203.55,2.3809383520443888,-1.9935464669474707,1.9499562594051567,-1.4001323541428623
281,82.079,-1.3955190050574704,-2.747227308251935,-1.2343764311788397,-2.439468781289812
224,68.412,-0.7625797291123133,-1.7048084153098664,-0.7893493053430798,-1.056727735568897
675,181.143,4.690798004743662,-3.20230185834991,4.000171403576237,-3.3371996113572324
511,139.663,3.246356872023308,-2.568065126318186,2.9354363214496537,-3.233004226245192
672,180.479,4.227050295792518,-2.8784545728112643,3.997864756543769,-2.3969284394380224
749,199.774,3.97802383834692,-2.627075005629417,3.6403465492454408,-2.051814071460536
828,219.41,-0.7218858737464927,-2.7570944169752067,-0.7350579230225707,-3.025953986955604
531,144.665,-0.9978008700936128,-1.6832320646708687,-0.8376220784125897,-1.6016521244196094
483,133.188,2.4903716127526203,-2.528336128055832,1.79512718553093,-2.3078644546799727
375,105.66,-0.8347278956269684,-2.512808311447833,-0.6556816794081818,-1.8161906263210776
539,147.269,1.9919913912067544,-2.6622616078401835,1.4197981692080683,-2.204691221711339
940,247.512,-0.8525689588492245,-2.315184834545639,-1.4594332266606829,-2.720677493445681
404,112.908,2.988984370887501,-1.970989879779504,2.2981930487508917,-1.8162746173302768
504,138.504,3.7605586189333033,-4.980468841503823,3.031883518726834,-5.041789550025322
310,89.416,1.803126318341484,-1.4587208895757275,1.721475016270461,-0.913117166311382
441,122.8,0.8769552571481541,-1.9502188858005425,0.2016745816657684,-1.6800914891008958
2579,656.631,3.903159103602352,-3.174479336353486,3.4619721985748177,-3.2007666028489097
326,94.03,-0.7924667064553657,-2.4902594109910705,-0.5905693824120527,-1.7859682634490712
1274,331.004,1.91087637833578,-1.74770464557601,1.5136221823363711,-1.304347437036318
422,118.02,-0.2748222178097282,-2.6756223050184564,-0.2401700865579035,-2.1926398189123613
945,248.799,1.3765137365460325,-1.3777186975871996,0.9883557610325114,-1.2065205861597892
537,146.854,-1.3574981472453267,-2.6980567087347334,-1.8834743003804424,-2.9467536335103106
798,211.402,2.6163102496076887,-2.776899330861843,1.913961239550305,-2.7679245616062005
489,134.708,3.414898578664744,-4.582704228934872,2.8587703043903963,-4.660208939502561
433,120.772,-0.90979379520777,-1.172842912345808,-0.9303978283850328,-0.6044755899718343
364,103.548,1.502728010162978,-1.7389417957198527,1.347294317513712,-1.0515713064378738
343,97.651,-0.4794887909730177,-2.276800076792779,-1.1426758427764756,-2.3643083567378564
377,106.919,1.3969704080962249,-2.6183526680095146,1.0265495652903882,-2.010186929088473
15503,3888.235,3.0,-2.0,2.0280282171386057,-3.8377326845394313
757,201.858,-0.6467163823731105,-2.468018588051349,-0.32062904617243,-1.8533893010098503
1228,319.465,2.7053986794810108,-2.394549233684923,2.020497744210432,-2.3659935231382985
758,202.032,2.32647119397637,-1.766406100719096,1.714360886409274,-1.4719050120302004
1092,285.534,1.571260348113288,-2.5718655326916284,1.560075328863304,-2.05576158401682
