time,goal_x,goal_y,x,y,er_x,er_y
6.056,-2.993360971999366,-2.517861174662624,-3.289918573796661,-2.1098995371512714,-2.696803370202071,-2.9258228121739758
6.056,-2.993360971999366,-2.517861174662624,-3.289918573796661,-2.1098995371512714,-2.696803370202071,-2.9258228121739758
6.306,-2.994841829847282,-2.5157614354545585,-3.2899152307553843,-2.1098958354079347,-2.69976842893918,-2.9216270355011824
6.556,-2.9924737761453235,-2.5189549741421073,-3.2899113994661975,-2.109891591578714,-2.695036152824449,-2.9280183567055005
6.806,-2.994815009686647,-2.5156140602518473,-3.2899080556878046,-2.109887886486329,-2.699721963685489,-2.921340234017366
7.056,-2.99393299960186,-2.5167633640619735,-3.289904223555327,-2.109883638813933,-2.6979617756483925,-2.923643089310014
7.306,-2.9940956812598873,-2.516476974484096,-3.2899008790428357,-2.1098799303653557,-2.6982904834769386,-2.9230740186028368
7.556,-2.9933326410574397,-2.5174623028479077,-3.289897046069458,-2.109875678845864,-2.6967682360454215,-2.925048926849951
7.806,-2.996261450958054,-2.5133165387598337,-3.289893700823185,-2.1098719670388455,-2.702629201092923,-2.9167611104808215
8.056,-2.993305405982201,-2.517314569159156,-3.289889867007931,-2.1098677116679787,-2.696720944956471,-2.924761426650334
8.306,-2.995456978804593,-2.514296243076129,-3.289886521026285,-2.109863996497365,-2.7010274365829003,-2.9187284896548933
8.556000000000001,-2.9940429118553187,-2.5161752318051334,-3.2898826863687676,-2.109859737270641,-2.6982031373418693,-2.9224907263396256
8.806000000000001,-2.9961627965235644,-2.5131431208665007,-3.2898793396522925,-2.10985601873408,-2.7024462533948364,-2.9164302229989216
9.056,-2.9920837489007113,-2.518680094057226,-3.289875504130779,-2.109851755700355,-2.694291993670644,-2.927508432414097
9.306,-2.9928710375204375,-2.5175362472646214,-3.289872156594387,-2.1098480339283916,-2.695869918446488,-2.9252244606008513
9.556000000000001,-2.9921670769858073,-2.5184388080982014,-3.289868320071002,-2.1098437672317645,-2.694465833900613,-2.9270338489646384
9.806000000000001,-2.9918660750484536,-2.518729684169225,-3.2898649716530057,-2.1098400422615073,-2.693867178443902,-2.9276193260769423
10.056,-2.9925926644370024,-2.517669038047941,-3.2898611341197106,-2.109835771901151,-2.6953241947542947,-2.925502304194731
10.306,-2.994878519346776,-2.5144703504617922,-3.289857784820407,-2.1098320437325144,-2.699899253873146,-2.9191086571910696
10.556000000000001,-2.9934162909100497,-2.516412622382176,-3.28985394627719,-2.109827769705652,-2.6969786355429095,-2.9229974750587004
10.806000000000001,-2.9911662675284743,-2.5193761262328094,-3.289850596096542,-2.1098240383361886,-2.6924819389604067,-2.9289282141294297
11.056,-2.9934397538746493,-2.516195212213826,-3.28984675654333,-2.1098197606400437,-2.697032751205968,-2.9225706637876083
11.306,-2.99340944303851,-2.516173827905444,-3.289843405481285,-2.1098160260673255,-2.6969754805957353,-2.922531629743562
11.556000000000001,-2.9928119038474343,-2.5169292803793333,-3.2898395649180334,-2.1098117446990976,-2.6957842427768353,-2.9240468160595694
11.806000000000001,-2.9897426906924673,-2.5210129335797937,-3.2898362129745435,-2.109808006920675,-2.6896491684103907,-2.932217860238912
12.056,-2.9922023945152447,-2.5175787235532563,-3.289832371401199,-2.1098037218775563,-2.6945724176292902,-2.9253537252289563
12.306,-2.99149615069153,-2.518483013460874,-3.2898290185762202,-2.1097999808909855,-2.6931632828068404,-2.927166046030763
12.556000000000001,-2.9921628400473383,-2.5175059259723636,-3.2898251759925126,-2.109795692169936,-2.694500504102164,-2.9252161597747914
12.806000000000001,-2.990883926238885,-2.5191349477291656,-3.2898218222832942,-2.1097919479696206,-2.691946030194476,-2.9284779474887106
13.056,-2.9918744705505613,-2.517714706692901,-3.2898179786849835,-2.1097876555626622,-2.693930962416139,-2.9256417578231395
13.306,-2.9920762661459546,-2.517375198730546,-3.28981462409155,-2.109783908145772,-2.6943379082003593,-2.9249664893153207
13.556000000000001,-2.9930705147421954,-2.515950471454162,-3.2898107794799993,-2.10977961205149,-2.6963302500043915,-2.922121330856834
13.806000000000001,-2.9912296622111967,-2.5183475626130543,-3.28980742400233,-2.109775861415591,-2.6926519004200635,-2.9269192638105173
14.056,-2.9917692653082435,-2.517545272496064,-3.2898035783774793,-2.1097715616311583,-2.6937349522390077,-2.9253189833609703
14.306,-2.9942900287890986,-2.514033521329253,-3.2898002220155163,-2.1097678077737823,-2.6987798355626813,-2.9182992348847243
14.556000000000001,-2.990614510408224,-2.518997581376861,-3.289796375377312,-2.1097635042963807,-2.6914326454391357,-2.928231658457342
14.806000000000001,-2.9916106694440883,-2.5175125084108547,-3.2897930181310127,-2.109759747215071,-2.693428320757164,-2.925265269606638
15.056,-2.9915032564490636,-2.5175954238194844,-3.2897891704793993,-2.1097554400418814,-2.693217342418728,-2.9254354075970874
15.306,-2.9925603973965007,-2.516086856860187,-3.289785812348712,-2.109751679734175,-2.69533498244429,-2.9224220339861993
15.556000000000001,-2.9933007043616358,-2.5150111520665073,-3.2897819636836347,-2.1097473688623616,-2.6968194450396368,-2.920274935270653
15.806000000000001,-2.9910296891019126,-2.517992667154827,-3.2897786046685127,-2.1097436053257805,-2.6922807735353125,-2.9262417289838734
16.056,-2.9905936933631896,-2.5185243136577076,-3.2897747549899092,-2.1097392907525134,-2.6914126317364704,-2.9273093365629017
16.306,-2.989319711473005,-2.520201223637579,-3.28977139508749,-2.1097355239925473,-2.68886802785852,-2.93066692328261
16.556,-2.989652597030827,-2.5196821130696816,-3.2897675443457297,-2.1097312057909963,-2.6895376497159242,-2.929633020348367
16.806,-2.990770853980259,-2.518031741254175,-3.2897641834654197,-2.109727435917514,-2.691777524495098,-2.9263360465908357
17.056,-2.9907079374984105,-2.5180535096781473,-3.289760331585743,-2.109723114148564,-2.691655543411078,-2.9263839052077305
17.306,-2.991060250773358,-2.5175089796382877,-3.2897569697093165,-2.109719341160364,-2.6923635318373997,-2.9252986181162113
17.556,-2.992896368469311,-2.5149385189477877,-3.289753116687177,-2.109715015822118,-2.6960396202514447,-2.920162022073458
17.806,-2.991322277396172,-2.51696451977699,-3.2897497538120097,-2.1097112397158324,-2.692894800980335,-2.9242177998381482
18.056,-2.989557074786478,-2.519309046298397,-3.289745899644828,-2.109706910802234,-2.6893682499281275,-2.9289111817945592
18.306,-2.992275887504344,-2.5155360190992573,-3.2897425357712566,-2.109703131575577,-2.694809239237431,-2.9213689066229374
18.556,-2.9905070051524576,-2.517885077133913,-3.2897386804599087,-2.109698799084866,-2.6912753298450065,-2.9260713551829607
18.806,-2.9908067907090254,-2.517353222876652,-3.2897353155878006,-2.1096950167353716,-2.69187826583025,-2.9250114290179328
19.056,-2.991495745165814,-2.5163496361188384,-3.2897314591321316,-2.10969068066471,-2.693260031199496,-2.9230085915729673
19.306,-2.9895931191734966,-2.5188801662481994,-3.289728093261354,-2.1096868951899066,-2.689458145085639,-2.9280734373064927
19.556,-2.9901596036902234,-2.5180435503275054,-3.2897242356612066,-2.109682555536472,-2.6905949717192406,-2.9264045451185385
19.806,-2.991200861709782,-2.5166316364230616,-3.289720868791628,-2.1096787669338948,-2.6926808546279357,-2.9235845059122285
20.056,-2.9941077955329343,-2.512605210717063,-3.289717010046861,-2.109674423694859,-2.698498581019007,-2.9155359977392674
20.306,-2.9962391256817407,-2.5096375187805906,-3.289713642178351,-2.109670631962039,-2.7027646091851305,-2.9096044055991417
20.556,-2.992526854777978,-2.514632934698442,-3.2897097822888157,-2.109666285134571,-2.69534392726714,-2.9195995842623135
20.806,-2.9941532864633675,-2.512294861352163,-3.289706413421249,-2.1096624902690326,-2.6986001595054856,-2.9149272324352937
21.056,-2.9900416804957404,-2.5179624497581328,-3.2897025523867947,-2.1096581398502963,-2.6903808086046856,-2.9262667596659697
21.306,-2.991144900025972,-2.5163956781825094,-3.2896991825192243,-2.109654341848646,-2.69259061753272,-2.923137014516372
21.556,-2.99270442094101,-2.514207139869443,-3.289695320336031,-2.1096499878314807,-2.6957135215459886,-2.9187642919074057
21.806,-2.9910004861624904,-2.516405167255063,-3.2896919494653996,-2.109646186687557,-2.6923090228595816,-2.9231641478225683
22.056,-2.9904271324924796,-2.5171216229125672,-3.2896880861338964,-2.1096418290694245,-2.691166178851063,-2.92460141675571
22.306,-2.9923078605216604,-2.5144974141476153,-3.289684714261118,-2.1096380247818436,-2.694931006782203,-2.919356803513387
22.556,-2.9877091768142097,-2.5206933427191807,-3.2896808497811567,-2.1096336635599005,-2.6857375038472626,-2.9317530218784604
22.806,-2.9894188817609786,-2.5182423640432656,-3.289677476906103,-2.109629856126175,-2.689160286615855,-2.926854871960357
23.056,-2.9914261786628673,-2.515446526679913,-3.289673611277531,-2.109625491297562,-2.6931787460482037,-2.921267562062264
23.306,-2.9894694844934984,-2.5180450381876707,-3.2896702374000624,-2.109621680715198,-2.689268731586934,-2.9264683956601427
23.556,-2.988816017191356,-2.5188694117469685,-3.289666370622306,-2.109617312278342,-2.687965663760406,-2.928121511215595
23.806,-2.9874182205265836,-2.520646410435612,-3.2896629957199623,-2.1096134985796526,-2.6851734453332043,-2.931679322291571
24.056,-2.9918684951448435,-2.5145302265046494,-3.289659127722905,-2.10960912662318,-2.694077862566782,-2.9194513263861195
24.306,-2.9895355840939994,-2.517638463867037,-3.289655751738888,-2.1096053098653225,-2.689415416449111,-2.925671617868751
24.556,-2.9917513436686463,-2.5145618719844234,-3.289651882499724,-2.109600934399055,-2.693850804837569,-2.919522809569792
