,time, goal_x, goal_y, x, y 
351,6021.846,1.42994054403921,-2.18751405048478,0.867727486769049,-1.77133350742406
464,6050.15,-0.5540404098159725,-2.1880103934219663,-0.6659126857076599,-1.565942833343315
274,6002.641,-3.924919581828021,-1.9415413050765105,-4.033611273761756,-1.425288102676724
445,6045.371,-2.746652776656695,-3.1261440544691226,-3.329720688055454,-2.9268592191186102
451,6046.842,-0.5319939217616078,-2.6023234764622023,-0.8060631988336435,-3.189704314847708
597,6083.336,-1.2424673505728223,-2.919548985950653,-1.5936220594274382,-2.8411924136161963
1406,6286.233,1.9352717211150845,-1.868679608239871,1.9280976495022344,-2.5915112777404303
517,6063.39,2.1977265157975365,-1.3271007587892174,2.117583910085669,-0.6763627117928799
518,6063.606,-3.579977797061032,-2.618025843705446,-3.287304648133375,-3.198168078160405
302,6009.647,-0.6120060913683917,-2.415229132864568,-1.0998800677754172,-2.382099437180856
217,66.327,-0.4444803622315466,-2.264978341895684,-0.9667136935477436,-2.310995501774331
607,163.865,2.881164278371134,-0.0944623368919226,2.3316944127902297,0.2776312776544852
394,110.581,0.6125381738077048,-2.2026482028603405,0.2385762171428966,-1.6014741560043555
4100,1037.099,1.688234683930931,-2.8729545445015687,1.0053170102012436,-2.581211439407053
4087,1033.863,2.788408513784981,-4.781574574827442,2.37012218566884,-4.290212776575998
491,134.839,-1.7961547370150748,-2.8047145562003712,-2.4563035600876746,-3.1248268752335675
489,134.332,-0.4786231336729114,-2.637299928882161,-1.130634873920348,-2.496655755599084
1251,324.843,1.0173509132125853,-1.4713069656111364,0.2687134617933354,-1.4959049932252286
1686,433.65,-1.233792771530168,-3.1279811803582342,-1.5100025486930524,-2.9985152469863494
344,98.101,2.791750578801559,-3.510864688299301,2.1178767690621663,-3.3233227500509317
397,111.38,-0.5178737190697551,-2.058787739602188,-0.7825657469825271,-1.7739600244868676
415,115.892,1.779380101951865,-1.7267622734574193,1.0832069064945995,-1.8363447543918363
418,116.605,-2.827084295786929,-3.0396098647565006,-2.788902507744675,-2.8005636163805407
367,103.912,2.143366682107307,-1.962307705253292,1.5180063835263091,-2.2682498833420737
1484,383.104,-2.737460990641166,-3.1010186730308966,-2.827062400250582,-2.918851143681174
585,158.344,-0.5194371928087619,-1.90226111456842,-0.4904484512627108,-1.2185427673151796
296,86.075,-2.590117454011732,-3.069123905737257,-2.819764571534529,-2.8949494938557523
242,72.594,-3.3958479408690776,-2.585356720065418,-3.3599887048266304,-2.355388290404462
494,135.583,-2.972418209934981,-2.970295744830588,-3.147037696725644,-2.621148583539148
449,124.325,3.4986266739136727,-1.3069816865286508,3.2985108631160327,-0.626571310390094
372,105.131,2.315715651567537,-1.4196921909408426,2.575139708675634,-0.7548448507216524
304,88.125,-4.379773388197652,-2.549501088120648,-4.04757293559252,-1.9231814693787057
1889,484.999,3.2761133455005,-2.012970319217334,2.6691578145257497,-2.403136599014881
12103,3037.873,-3.4840884740425766,-2.053454654191049,-3.5667152736951,-1.8930963657839348
212,65.075,-0.6234959493812434,-2.100876195460141,-0.9759014476336512,-2.330134172563772
279,81.876,0.5273063582443958,-2.248989773492248,-0.1594511009951532,-2.270791623614564
19973,5005.326,-2.308993968976988,-3.0977678902137056,-2.4650648822056875,-2.947708396465221
240,72.112,-3.4096840370742942,-2.8715176999493845,-3.5780516894050063,-2.5121872888538856
4373,1105.326,2.2104865749709,-3.038385167903724,1.890933673053296,-2.36947905046445
362,102.593,-0.3847971426596315,-2.800999819846297,-0.8599337511868633,-3.213801307708571
