time, x, y
6.561,4.020086204131603,2.960105753801342
6.573,4.020086204131603,2.960105753801342
6.827,4.032543529956267,2.944671715918235
7.072,4.054326582272825,2.917497119700141
7.322,4.0793080845272325,2.8863515912811812
7.577,4.101231649951172,2.859014070399731
7.825,4.126150413250279,2.8279183079081682
8.077,4.1479706285448055,2.8007055186106387
8.322,4.173097077718444,2.7693540316931116
8.572,4.1947863902432,2.742285152331157
8.827,4.219824259292073,2.711054106469314
9.08,4.2448849468588525,2.6797631596060767
9.324,4.266595490315546,2.6526722387358577
9.572,4.288472532793988,2.625373878702315
9.826,4.313435591129885,2.594193932377449
10.078,4.3352168681311865,2.5670107756689577
10.322,4.36031553613352,2.53568376193058
10.574,4.382044284574536,2.508541432513874
10.83,4.40702892842552,2.4773561253186562
11.074,4.428948972010555,2.449986998920484
11.323,4.453816850719065,2.4189203242111676
11.573,4.475644548441061,2.3916659474993884
11.834,4.500740275506803,2.36030387909333
12.075,4.522404590586959,2.3332437608757792
12.324,4.547451954844828,2.301964045954871
12.574,4.569271147572846,2.2746853771267803
12.822,4.594170041170305,2.2435832118174908
13.074,4.619255441579998,2.21224349522142
13.343,4.640969076882676,2.1850952191144497
13.572,4.662752603356133,2.1578820220698374
13.83,4.687850821638584,2.126519425460108
14.08,4.7095371149747685,2.099405971685279
14.322,4.734532858013267,2.0681787724003646
14.576,4.756439498627333,2.0407923227328797
14.829,4.781272825733291,2.0097488840547033
15.074,4.8031148876659,1.982456413820659
15.324,4.8281182043304645,1.9511817386968855
15.574,4.849831820266205,1.9240407450750343
15.822,4.874891525140162,1.8927159644995502
16.077,4.896620989795792,1.865525973728263
16.326,4.92156582986465,1.8343351895937057
16.572,4.9323468884152,1.8208617788099246
16.826999999999998,4.943210692218121,1.8071760217546986
17.079,4.966435102686427,1.7771598759998342
17.329,4.987696456731273,1.7494573565323128
17.578,5.012135883819109,1.7175858593620803
17.822,5.033238963696309,1.6900831489081862
18.072,5.054522461500692,1.6623513061385824
18.332,5.078881929038389,1.6305784992992463
18.575,5.100045486985522,1.6030003123516008
18.825,5.124467964749039,1.5711745262704055
19.085,5.148737353319474,1.53952241476095
19.324,5.169961358412637,1.5118676536186664
19.572,5.191299311837911,1.4840586662570596
19.822,5.2155346449995985,1.4524559213892592
20.075,5.236779675191976,1.4247757667226904
20.325,5.261233377483079,1.3928955045153433
20.578,5.282337443905579,1.3653835497536384
20.822,5.306717220490449,1.3336170826060987
21.084,5.331071896126127,1.3018507272911255
21.323,5.352239677996321,1.2742697114328105
21.576999999999998,5.373547297567323,1.246507549547252
21.822,5.397840143227132,1.2148245994096862
22.082,5.419054363815276,1.187187229259017
22.324,5.443499838291221,1.1553336943226138
22.572,5.464649181417249,1.1277551210690437
22.822,5.488985992008068,1.096044949381595
23.073,5.510331622503047,1.0682202316051894
23.322,5.534540696877792,1.0366546976456041
23.572,5.555807484028962,1.0089437157181353
23.823,5.580231169466575,0.9770853765330658
24.082,5.601343406683218,0.9495749740389614
24.322,5.625749750044327,0.9177730272651367
24.576,5.646966011642815,0.8900973982207219
24.828,5.671256142414686,0.8584526165284663
25.073,5.692585665742516,0.8306625700427838
25.322,5.716849132735457,0.799025912423193
25.572,5.738080844562162,0.7713657283960104
25.826,5.762537313855468,0.7394926807097217
26.073,5.783655556026913,0.7119590670477678
26.328,5.808018199123017,0.6802171204372254
26.573,5.8293575964715485,0.6523916116556757
26.828,5.853556534637598,0.6208540175876781
27.073,5.874850626757622,0.5931144906501333
27.322,5.889773790350081,0.5737131302968497
27.572,5.889721072006451,0.5736883733828106
27.824,5.888458599477832,0.5747925100138718
28.075,5.8875319255961,0.5754266426634699
28.323,5.886404435640832,0.5760039580981025
28.574,5.885347801143819,0.576388545472034
28.822,5.8840828000756,0.5766757888843114
29.075,5.882985963142841,0.5767820599102338
29.327,5.881753101438246,0.5767481450411389
29.573,5.880862833877266,0.5766018234645068
29.83,5.879889176948914,0.5763131801619636
30.073,5.8789373578247055,0.5758887935202035
30.326,5.877774224848461,0.5751991725402328
30.579,5.876246312973085,0.5740934765733606
30.828,5.875454390652459,0.5733278537169286
31.077,5.874743449217335,0.5724611473618159
31.323,5.874051380871777,0.5713617979511059
31.576999999999998,5.873577468772655,0.5703425763169128
31.824,5.873210034260265,0.5691951270777773
32.072,5.873184122772721,0.5690342092553029
32.323,5.8731460859998235,0.5686303759441868
32.574,5.873453836544056,0.572421752262392
32.824,5.874817512219108,0.5972029428837978
33.073,5.877713302730136,0.6319368786966428
33.333,5.881036117314222,0.6718314319682809
33.575,5.8839788077091475,0.7064238393074158
33.822,5.887441791818862,0.7464254323070673
34.083,5.890429828809718,0.7810914285524458
34.323,5.893957980072136,0.8208693771922961
34.577,5.8970892623839095,0.8557634742417732
34.829,5.9006396041163915,0.8953836956096187
35.073,5.903846402329199,0.9302025755659159
35.324,5.9075478919446365,0.9701342681544809
35.576,5.910761298641422,1.004668197720595
35.824,5.914571066978591,1.0445992871450034
36.084,5.918369949171019,1.0844451236245165
36.322,5.921726652223749,1.119002004596682
36.593,5.92566722311834,1.1589595574896536
36.822,5.92906773300946,1.1935796200173943
37.076,5.932555461198318,1.2282370489437662
37.334,5.9366169529165775,1.2681708153157074
37.572,5.9401149802335835,1.302691496658117
37.823,5.9442580053037695,1.3425302308310925
38.082,5.948431303444169,1.3824116389964352
38.326,5.9520534506781715,1.416907826400438
38.575,5.955785656829815,1.4517066031301495
38.827,5.960065756130171,1.4915403188952718
39.072,5.963808789259893,1.5260325870615674
39.322,5.968216798282561,1.5659258117833506
39.581,5.972035055091722,1.6006060871748586
39.822,5.976480437906936,1.6402032128514734
40.075,5.980435321439984,1.675025639229347
40.323,5.984913059209996,1.7145588026961087
40.572,5.988932441990018,1.7492693906347765
40.824,5.993576950491361,1.789118312826297
41.08,5.997592311005164,1.823570744525216
41.326,6.002331502194475,1.8633814332617658
41.575,6.006478283826433,1.8981073504381025
41.831,6.011223839730209,1.9376078720954717
42.072,6.015475480483494,1.9723716932016853
42.323,6.020318608769691,2.0120745706782057
42.574,6.024594385844849,2.046552166307389
42.823,6.029589597416503,2.08639138494289
43.087,6.034528288976664,2.125865873545018
43.323,6.036987660166278,2.1462012769893026
43.579,6.037268328585087,2.1485704665366128
43.839,6.037590964070321,2.149858744604113
44.074,6.0380327072826665,2.1509976114428726
44.323,6.038663879365696,2.1521671175829877
44.573,6.038909898674671,2.1525679561775437
44.827,6.0395666395897925,2.153297523299587
45.073,6.040300146460911,2.1539429997724016
45.323,6.041226914496811,2.1545751773680117
45.583,6.0422447393740635,2.155086360459989
45.824,6.043202244694347,2.155423975464782
46.075,6.044227609276886,2.1556521920497356
46.335,6.044367165330785,2.155689061779284
46.577,6.050987462456156,2.156075019008265
46.829,6.083846379771736,2.1568880429504125
47.075,6.11877614916445,2.1581152530819843
47.325,6.158828579642707,2.1595100901462456
47.575,6.19354609547145,2.1607424751536435
47.824,6.233590400043711,2.1622340607260346
48.074,6.268527236725651,2.1635071927586456
48.323,6.3083516015513785,2.165023297324828
48.574,6.343304816897742,2.1663981147038176
48.822,6.383169627231963,2.167930405812628
49.077,6.418054685324907,2.1693449730454932
49.327,6.4581066364656925,2.1709937082095507
49.575,6.497926799488271,2.172621695410858
49.823,6.532852034659368,2.1741226951842796
50.082,6.572892419758361,2.1758346205649586
50.324,6.607601031390673,2.177343029124309
50.573,6.642540034121203,2.1789210409294033
50.826,6.682555751874137,2.1807006076193938
51.073,6.717270664301568,2.1822942732898243
51.344,6.762254990626858,2.184415640491759
51.573,6.792134061666517,2.185794185716116
51.826,6.832030084333075,2.1877241501554034
52.075,6.872066563071347,2.189689665439317
52.327,6.897666970945755,2.1904263577380996
52.576,6.908423037693295,2.189939766414607
52.828,6.907900749783492,2.189875999866946
53.075,6.906979114641623,2.1897210344711207
53.323,6.905930341423421,2.1894066206422975
53.58,6.9050189233906245,2.1890035654180022
53.825,6.904970411149968,2.1889830701750452
54.073,6.913057616080337,2.192824433770373
54.324,6.942529684599107,2.2014931055447162
54.572,6.976143178040068,2.210498408939199
54.824,7.014830895086417,2.220885406434444
55.077,7.048425034121748,2.229879344948721
55.326,7.087078933981719,2.2403161540487595
55.573,7.120824957685619,2.2494196477723647
55.828,7.1592963914418775,2.259805772577393
56.075,7.193021607310941,2.268980785168585
56.322,7.231681376969653,2.279456454421388
56.572,7.262604786503908,2.286146083754151
56.827,7.305622154758835,2.28166686503824
57.072,7.339011061552827,2.26524154042194
57.342,7.3697741102743,2.2359089786011634
57.572,7.38837005956493,2.20485906666055
57.822,7.4005639883307275,2.165273800547686
58.091,7.403864934343158,2.1236174507696073
58.325,7.400399431546269,2.0876103726872386
58.574,7.391876056806585,2.052408727045588
58.827,7.377091647128886,2.014531744990119
59.072,7.35995962902048,1.9830548876819896
59.323,7.3367961695086805,1.949332197322369
59.573,7.314132672133985,1.9218902664584245
59.822,7.2858252832803485,1.8929116586532053
60.084,7.2554082878243475,1.8660524719339946
60.328,7.227425268559757,1.8441799444236806
60.574,7.198742030525518,1.8240205538949046
60.822,7.164598583811813,1.802328933078543
61.075,7.134057152268602,1.7846289892595582
61.325,7.098709952080567,1.7657797318033193
61.572,7.062434302016513,1.7480109608410583
61.826,7.030611838014596,1.7334473266814887
62.076,6.998479011942308,1.7195647018942255
62.327,6.961121201101348,1.7044144645292665
62.583,6.9237803518087455,1.6900542710370436
62.838,6.890877429020786,1.678016771467824
63.077,6.857851713169092,1.6664608132721146
63.325,6.819921753558701,1.653617371805168
63.575,6.7865941610646745,1.642775214268625
63.824,6.748455947852257,1.6307797641621593
64.076,6.715044274519766,1.6205074819870924
64.332,6.676559934154781,1.6090550540553241
64.573,6.6431254421651404,1.5993098945179767
64.826,6.604615452623296,1.5882766666068406
65.079,6.570913341252754,1.5788679244163366
65.328,6.532420590992331,1.5682310130812878
65.58,6.4937564245665,1.557715228218631
65.831,6.460107197718318,1.5487302775909462
66.075,6.426328702789027,1.5397428803819253
66.322,6.387568009581755,1.5295704681936582
66.573,6.353895937457313,1.5208313385551635
66.827,6.315135285224958,1.5107837585506654
67.076,6.281233264418478,1.5021139751334394
67.323,6.242594175573281,1.4922708882040452
67.575,6.208724251566706,1.4836523305979916
67.822,6.169924487001644,1.4739053933845347
68.078,6.1361342000436245,1.4653992464314323
68.322,6.097279903699802,1.455649418700234
68.58,6.058558951607335,1.4460265373912409
68.844,6.024653198363608,1.437566394494129
69.072,5.990723642540228,1.4291453505423175
69.322,5.952011329865435,1.419590199565565
69.572,5.918084524169814,1.4111756321118514
69.823,5.879176618320526,1.4016051991191525
70.086,5.840473844465658,1.3920807854020618
70.324,5.806540319706736,1.38370644172985
70.572,5.772586762586938,1.3754040918593176
70.826,5.733861639503808,1.3658906028104514
71.074,5.699918168660859,1.3575436875403675
71.324,5.661152796515031,1.3480895531808355
71.573,5.627227548200398,1.3397655991864799
71.822,5.588310334592354,1.3302427993475114
72.076,5.554523140087299,1.3220179143701032
72.322,5.515623906476599,1.3124866463593146
72.585,5.4766976716813565,1.3030146489528576
72.826,5.442932144333515,1.2947854657863043
73.076,5.4040255969917075,1.2852683245811711
73.33,5.37007098103351,1.2770321744310826
73.575,5.336277704157451,1.2687925649907328
73.826,5.297361162843962,1.2592866086108905
74.072,5.263515142195162,1.2510860036071867
74.328,5.224658363269766,1.2416047392857326
74.574,5.190691211201335,1.233326306511958
74.822,5.151941139457044,1.2239326036164584
